X,Y,Porosity,Res_Por,Trend_Por
101.01010101010101,101.01010101010101,-0.25359559416875654,0.7758588344399538,-1.0294544286087104
202.02020202020202,101.01010101010101,0.03262517323119407,0.5350150638662887,-0.5023898906350946
303.030303030303,101.01010101010101,-0.08563175839698704,-0.16205765778582618,0.07642589938883913
404.04040404040404,101.01010101010101,-0.20982171456515314,-0.6031695539729417,0.39334783940778856
505.050505050505,101.01010101010101,0.6171653750440326,0.3373483882763351,0.27981698676769745
595.959595959596,101.01010101010101,-0.2003835848063604,-0.29348478023795765,0.09310119543159726
696.9696969696969,101.01010101010101,-0.3351039933071881,-0.024419538164819305,-0.3106844551423688
797.9797979797979,101.01010101010101,0.3558290790691676,1.1747851028959686,-0.818956023826801
898.989898989899,101.01010101010101,-1.8261122284894196,-0.8298161866127042,-0.9962960418767155
101.01010101010101,202.02020202020202,-0.23141297671341532,0.4835881371117493,-0.7150011138251646
202.02020202020202,202.02020202020202,0.45472096761406866,0.5879717543323736,-0.13325078671830495
303.030303030303,202.02020202020202,0.911896473882994,0.4414981421568757,0.4703983317261182
404.04040404040404,202.02020202020202,0.9944252626996328,0.2003116551025631,0.7941136075970697
505.050505050505,202.02020202020202,0.9065517572037285,0.17652883473076916,0.7300229224729593
595.959595959596,202.02020202020202,0.14039019700341188,-0.335477058848132,0.4758672558515439
696.9696969696969,202.02020202020202,-0.6934360893386411,-0.751134280180428,0.05769819084178693
797.9797979797979,202.02020202020202,0.2286922209245954,0.7633609416120561,-0.5346687206874607
898.989898989899,202.02020202020202,-0.706218165043782,0.15181189220267138,-0.8580300572464533
101.01010101010101,303.030303030303,0.24933873753404923,0.7045509853517264,-0.4552122478176772
202.02020202020202,303.030303030303,-0.2951642876671607,-0.655789630377137,0.3606253427099763
303.030303030303,303.030303030303,0.01843189781811483,-1.060760082912588,1.0791919807307029
404.04040404040404,303.030303030303,1.639015068036398,0.3431014119468797,1.2959136560895181
505.050505050505,303.030303030303,0.8358655676925171,-0.41372620672916743,1.2495917744216845
595.959595959596,303.030303030303,-0.27041169680839017,-1.2100798292300785,0.9396681324216883
696.9696969696969,303.030303030303,-0.9713895545237077,-1.3740995132043787,0.402709958680671
797.9797979797979,303.030303030303,-2.1082335939506227,-2.0195643642180334,-0.08866922973258923
898.989898989899,303.030303030303,-0.33593554908235773,0.36338150824366405,-0.6993170573260218
101.01010101010101,404.04040404040404,-0.4303107837975414,-0.21983047594045738,-0.21048030785708405
